"dumas_-_Acté" "dumas_-_Bric-à-brac" "dumas_-_Création_et_rédemption,_première_partie_Le_docteur_mystérieux" "dumas_-_Gabriel_Lambert" "dumas_-_Georges" "dumas_-_Henri_III_et_sa_Cour" "dumas_-_Histoire_d'un_casse-noisette" "dumas_-_La_dame_de_Monsoreau_—__Tome_1." "dumas_-_La_dame_de_Monsoreau_—_Tome_2." "dumas_-_La_dame_de_Monsoreau_—_Tome_3." "dumas_-_La_femme_au_collier_de_velours" "dumas_-_La_reine_Margot_-_Tome_I" "dumas_-_La_reine_Margot_-_Tome_II" "dumas_-_La_San-Felice,_Tome_01" "dumas_-_La_San-Felice,_Tome_02" "dumas_-_La_San-Felice,_Tome_03" "dumas_-_la_San-Felice,_Tome_04" "dumas_-_La_San-Felice,_Tome_05" "dumas_-_La_San-Felice,_Tome_06" "dumas_-_La_tulipe_noire" "dumas_-_Le_Capitaine_Aréna_—_Tome_1" "dumas_-_Le_Capitaine_Aréna_—_Tome_2" "dumas_-_Le_capitaine_Pamphile" "dumas_-_Le_capitaine_Paul" "dumas_-_Le_chevalier_d'Harmental" "dumas_-_Le_chevalier_de_Maison-Rouge" "dumas_-_Le_Collier_de_la_Reine,_Tome_I" "dumas_-_Le_Collier_de_la_Reine,_Tome_II" "dumas_-_Le_comte_de_Monte-Cristo,_Tome_III" "dumas_-_Le_comte_de_Monte-Cristo,_Tome_Il" "dumas_-_Le_comte_de_Monte-Cristo,_Tome_IV" "dumas_-_Le_comte_de_Moret" "dumas_-_Le_corricolo" "dumas_-_Le_vicomte_de_Bragelonne,_Tome_I." "dumas_-_Le_vicomte_de_Bragelonne,_Tome_II." "dumas_-_Le_vicomte_de_Bragelonne,_Tome_III." "dumas_-_Le_vicomte_de_Bragelonne,_Tome_IV." "dumas_-_Les_compagnons_de_Jéhu" "dumas_-_Les_Femmes_qui_tuent_et_les_Femmes_qui_votent" "dumas_-_Les_mille_et_un_fantômes" "dumas_-_Les_quarante-cinq_—_Tome_1" "dumas_-_Les_quarante-cinq_—_Tome_2" "dumas_-_Les_quarante-cinq_—_Tome_3" "dumas_-_Les_trois_mousquetaires" "dumas_-_Mémoires_de_Garibaldi,_tome_1" "dumas_-_Mémoires_de_Garibaldi,_tome_2" "dumas_-_Pauline_et_Pascal_Bruno" "dumas_-_The_Count_of_Monte_Cristo" "dumas_-_Vingt_ans_après" "dumas2hugo_para_5" "hugo_-_Actes_et_Paroles,_Volume_1" "hugo_-_Actes_et_Paroles,_Volume_2_Pendant_l'exil" "hugo_-_Actes_et_Paroles,_Volume_3" "hugo_-_Bug-Jargal" "hugo_-_Claude_Gueux" "hugo_-_Han_d'Islande" "hugo_-_Hernani" "hugo_-_L'homme_Qui_Rit" "hugo_-_La_Esmeralda" "hugo_-_Le_Dernier_Jour_d'un_Condamné" "hugo_-_Le_Rhin,_Tome_I" "hugo_-_Le_Rhin,_Tome_II" "hugo_-_Le_Rhin,_Tome_III" "hugo_-_Le_Rhin,_Tome_IV" "hugo_-_Le_Roi_s'amuse" "hugo_-_Les_misérables_Tome_I_Fantine" "hugo_-_Les_misérables_Tome_II__Cosette" "hugo_-_Les_misérables_Tome_III_Marius" "hugo_-_Les_misérables_Tome_IV_L'idylle_rue_Plumet_et_l'épopée_rue_Saint-Denis" "hugo_-_Les_misérables_Tome_V_Jean_Valjean" "hugo_-_Les_Travailleurs_de_la_mer" "hugo_-_Littérature_et_Philosophie_mêlées" "hugo_-_Napoléon_Le_Petit" "hugo_-_Notre-Dame_de_Paris" "hugo_-_Notre-Dame_de_Paris_-_Tome_2" "hugo_-_Post-scriptum_de_ma_vie" "hugo_-_Quatrevingt_Treize" "hugo_-_Ruy_Blas_Drame" "hugo_-_Victor_Hugo_à_vingt_ans_Glanes_romantiques"
"d" 1.22482004352436 1.084036838066 1.03615012664057 1.30610030230215 1.06221085950816 1.09299329097614 1.11257274085305 1.1359465255105 1.1741956062358 1.06796995203186 1.27826449728828 0.998625017627979 1.09753631978742 1.17599526716015 0.989032364251193 1.09020001772683 1.03389568178301 0.864023530853606 1.0212689040188 0.942404248048159 1.01503276371579 1.02516824928552 1.13501441736869 1.13383842802401 1.44538532377979 0.878477306002928 1.09825500320356 1.01253005948614 0.936175126610469 1.04213085661124 1.07107058557248 1.05471205727647 1.26999318989159 1.57267382257269 1.20391847499735 1.25565518068184 1.54956184079341 1.03191954525579 1.06203404135603 0.955568658735389 1.03712947048713 1.11944565142818 1.23064902085266 1.81535550712014 1.06915710212735 1.08254397834912 0.970221940633008 1.05086938325153 1.6829120472528 2.24215246636771 0.895575110907939 1.00426203950232 0.963969861501534 1.24910265613783 1.02593010146561 1.54167323144793 0.63760865999672 1.26404219986324 0.796915167095116 1.09670987038883 1.38295197384964 1.25231501896111 1.3156800452421 1.19774338203385 0.992314838273794 1.08144360145869 1.14123386648552 1.12698298758165 1.06761565836299 0.99749682385942 1.27313547256598 1.3841683732001 1.08589286277976 1.21727922132678 1.15219192676479 1.07128327984451 0.972326103216156 1.22183708838821 1.46311725259094
"en" 0.910942469728252 1.08211818879509 0.994983219252158 0.926284784125262 1.14590942293645 0.857510996578842 1.31323716305099 1.1504356393563 1.22702444081177 1.11209159199928 1.06466416353776 1.28331688055281 1.18514667513888 1.0057284677431 1.18504331692427 1.14633497798919 1.12211731930042 1.11220050248177 1.09658371994939 1.03046712757288 1.18022796938382 1.16898681663133 1.16752417029457 1.03060313905269 1.3106174614227 1.1588579795022 1.17740172615234 1.03699953592372 1.12670944753295 1.21334365300873 0.984576583567756 1.18587264758958 1.09789990981208 1.1143929024643 1.15093428783365 1.06636042982528 1.07047279214987 1.12228538113978 1.09016739344493 0.972911102632583 1.26668707178678 1.26237793582912 1.22332372906187 1.1731464078382 1.08012281599532 1.20170460283158 1.11963233694881 1.11935471597611 1.28612518374413 0.896860986547085 0.871679255280465 1.11258465868251 0.856148998164478 1.00861450107681 1.01465614430665 1.03671025681424 0.565852058389372 1.07583601966722 0.976863753213368 0.957128614157527 0.972780990696505 1.09357086162801 1.10111275594218 1.28453638073195 0.962756523942235 0.980844196671836 0.98561106651022 1.01572033594143 0.992285113125698 1.06416432911106 0.997973934946884 1.13113681930759 0.984879573218852 1.20824449182658 1.20480343027003 0.924377344844732 1.04712041884817 1.05719237435009 6.21824832351148
"vous" 0.108810892249316 0.686876438986953 0.558893098612187 0.59297728858228 0.657414170927684 1.80388323632648 0.523957102405743 1.24702973166161 1.54599098919501 1.3655081907865 0.685857321652065 1.47193625722747 1.26505502122866 0.255400199125579 0.887286220878907 0.890773185215824 1.09271010679461 0.732275261964581 0.68687112128698 1.11327252175285 0.444191553018484 0.330045173780769 0.155481427036807 1.34555825794824 1.23705666988612 1.10248901903367 1.90705913390872 1.78289667974518 1.80059057391247 1.77076248328916 1.73149675041226 1.06737583841015 0.507076991036425 1.60813933513247 1.93510025785638 2.00778632408523 1.91478196987983 1.08244667929845 0.601350400900267 1.21397107280358 1.53744731947355 1.69117478903195 1.22210284709674 1.71241868199189 0.0950361868557643 0.169652414517399 0.966439398954127 1.27611003310124 1.61728316518723 0 1.4659587952333 1.22698144342421 0.96268627979514 0.53840631730079 0.76662908680947 1.09185441941075 0.731917336394948 0.515776106281137 1.07969151670951 0.43469591226321 0.323736484787528 0.449775112443778 0.330999151710717 0.0318240995226385 1.14010640993159 0.649704489248439 0.438461063422466 0.574258847175364 0.445922193071322 0.744663454886225 0.343609681305443 0.274474905917293 0.686574702484296 0.592678255213039 0.620815741361849 0.73452967499887 0.587669622822951 1.30560369728481 0.0203210729526519
"qui" 1.2150549634507 1.01688411358404 1.11150649948716 1.10844120610805 1.06525444363282 0.44430621584396 1.12372076430849 0.947588045515136 0.978828595351063 0.908453253688117 0.989570296203588 0.941334085460443 0.954086397288893 1.12982121986061 1.05935690452321 1.00599757733329 0.91626683175979 1.11679637232674 0.962523347592938 0.964748560763387 0.948954681448578 1.14501705540702 1.01486967829479 1.09184441217127 1.01019743491835 0.997071742313324 0.907549089812686 0.899464202843522 0.897408403305894 0.992096066796444 1.02256927603712 0.97104064621466 1.00126999318989 0.942052677369124 0.817722621893066 0.860660133894487 0.906228682373931 0.926978574551815 1.0831340554227 0.976379591412022 0.906458220516563 0.89647128776271 0.864384431313181 0.934349643471847 0.911981870019738 0.870478460202371 0.94374414888084 0.973252672830347 0.950949107480688 0.448430493273543 1.3360900146492 1.02855870174835 1.09232803214089 0.951184493898062 1.37542277339346 0.972900582952576 0.530998851894374 0.989873335287031 0.951156812339332 1.05284147557328 1.13307769675635 1.25231501896111 1.14768550090651 0.914219586286706 0.962756523942235 1.07515613865951 1.01772370777496 0.959490823822171 1.12129949519876 0.776110391325677 0.746084766181141 1.24693092024145 1.04959121184381 1.08296290942383 1.07853582185745 1.03512181892148 1.05994230152794 0.826112073945696 0.182889656573867
"je" 0.438033591875453 1.28357636224098 0.594478052456408 1.51151073560189 0.482408083759435 1.45288132580975 0.559630777463156 1.4286266251956 1.2160599657111 1.13698072223731 0.679182311222361 1.13876745169934 1.1062010802068 0.415566425695857 0.758607274849251 0.664756108370018 0.896146107413713 0.540780685090998 0.805868530457312 0.825425199127257 0.917751142600173 0.626901447404812 0.234635608073726 1.23182446501374 0.795691920666652 1.09370424597365 1.06735009233784 1.10450153988947 1.40797439746614 1.24617898382469 1.16726484948427 0.900485294184159 0.749111925051996 1.19363615709005 1.35109677267429 1.36797006619006 1.23156845253713 0.925035223242482 0.341116894077929 2.04987686864833 1.34320627222 1.21778306309603 1.01821555891976 1.15981046288231 1.17150376489509 1.0987013511603 1.87235813104616 0.972491724688962 1.1089941704141 0 1.35375216880864 0.722825701819213 0.786835586019228 1.63316582914573 0.620067643742954 0.874428864030251 0.906183368869936 0.520985965940542 1.72236503856041 1.77068793619143 0.559466934875534 0.692300908369345 0.726867483907453 0.0260378996094315 1.49902879824339 0.657039862514147 0.326066818995862 0.558706003397698 0.450251534751626 0.694348356583102 0.243675391523382 0.360248314016447 0.263581552447994 0.587859732812933 0.765497376001263 0.34805406138408 0.45303985468533 1.58578856152513 0.0203210729526519
"est" 0.368283019920763 0.876822716807368 0.670532169496019 0.654987985427486 0.563063063063063 1.19518372062025 0.492742636730508 0.89349535382416 1.11040229655915 0.996696533622952 0.679182311222361 0.911366520942039 0.909799844034312 0.467512228907839 0.815465413792588 0.707595946464975 0.837331682402105 0.591335253385624 0.662770380189191 0.763649746326332 0.671793836383326 0.551304508158938 0.315203256629163 0.831131563752165 0.723254194649716 0.930453879941435 0.930916217540421 0.972872632156267 1.10526402613042 0.975678401388465 0.890807385132732 0.7960090998313 0.866908394839042 1.03514964783854 1.13327289211242 1.09349267744805 0.950306973815396 0.829811009085167 1.20621747081165 0.7509278207485 1.05361052904198 0.936492327394973 0.854617375592128 0.830996070063721 0.418524745960962 0.278714680992871 0.53901218924056 0.805083133584446 0.905745540751853 0 1.65920354074243 1.81212605918262 1.79444722553814 0.568916008614501 0.890642615558061 0.92011974161021 0.998441856650812 1.27706684901175 1.99228791773779 1.2642073778664 1.17865225044003 0.630567069406473 1.07616307113987 1.35397077969044 1.68482391689891 0.949406882675944 1.0486012474526 0.873351996745866 0.987955771445394 1.17485754537793 0.993867046325704 1.45814793768562 1.46627103128255 0.880584968619373 0.833892330558077 2.89065678253401 1.0129287317021 1.44425187752744 0.203210729526519
"une" 1.05602365939401 0.972755180353031 0.794730635854283 1.17045190295326 0.899379108838568 0.453192340160839 0.911908318655102 0.764059270135038 0.685778079023962 0.652774006697439 1.05632040050063 0.840854604428148 0.816412981736611 0.893179227450471 0.790028877949516 0.719413832835997 0.749110044884693 0.761382437649366 0.772730011447852 0.692673694172077 1.0554138139902 1.06942011616115 1.0417255611466 0.967612115273573 0.918106062307675 0.882137628111274 0.927147325971432 0.910433278487955 0.819874956696745 0.95456997443535 0.86251495457044 0.72907197098185 0.919364635291086 0.812936045706179 0.835384017614299 0.795668936100402 0.704203179933883 0.84827284652383 0.703333802222535 0.965974125073705 0.775786970545994 0.764973586113843 0.836304146115154 0.853083728896909 0.893705680239784 1.03811120311837 1.06667675344448 0.921508199216223 0.722587385191311 1.79372197309417 0.830121245493553 0.780530274653519 0.739343062882668 0.872218234027279 1.20631341600902 0.828737986450292 0.334180744628506 1.13705187066523 0.655526992287918 1.24426719840479 1.21951219512195 1.06711350207249 1.20756474443206 0.789816288152756 0.810742335951355 1.11078509452152 1.2042240474279 0.976240040198119 1.15853183364938 0.953471112844187 1.21153214324828 0.987466360741511 0.689731367783074 1.13476202522496 1.1995422799195 1.05998282330606 1.02147665348862 0.72790294627383 0.711237553342816
"qu" 0.951397801461972 0.740598618572525 0.844270473558984 0.85264708162158 0.910792549306063 0.77309281556849 1.10811353147087 0.759229565519773 0.813364698377258 0.709340211783872 0.972882770129328 0.760647299393598 0.952160894973476 0.855662814019595 0.804991546092499 0.815434159600555 0.775421761337254 0.764446350879343 0.802855937820088 0.875371309902474 1.044400800279 0.881349681939707 1.09543732685023 0.862627075641721 1.07477370229779 0.808931185944363 0.704782723401048 0.86065055056322 0.812451541595869 0.80055663703669 0.743686746208814 0.91676729849889 0.942371758296369 0.71983907523676 0.674076603360375 0.706700403197819 0.72204439313638 0.786085604625176 0.924883949922633 0.69369775588776 0.751065382713724 0.780982001966748 0.766713874102652 0.943101357349148 0.659770451056364 0.585704764405308 0.815137731798882 0.864437088612411 0.887664114060318 0.448430493273543 0.852978150876355 0.748134724992154 0.762447533597751 0.606604450825556 1.07102593010147 0.809043642665826 0.576103001476136 0.803620852463287 0.951156812339332 0.813559322033898 0.532750817198894 0.621747949554634 0.48901382212538 0.726168089107479 0.768516172620556 1.03428763046485 0.952263323658371 0.893690330916661 0.855477916028089 0.862903935898565 0.661209068010076 1.03249739999357 0.801792985889706 0.811318709117849 0.872035670599377 0.786511775075713 0.683833742921252 0.771230502599653 0.223531802479171
"ce" 0.584509792980302 0.694551036070606 0.634249471458774 0.724750019378343 0.659696859021183 0.755320566934731 0.7223919199126 0.853891775978981 0.85423228738886 0.794189519413522 0.807676261994159 0.788852065999154 0.843370014152442 0.617577882631343 0.767584875735041 0.642597571424351 0.626837950781613 0.588271340155647 0.65373260227752 0.913488078651981 0.591031735834511 0.658246519775053 0.535704189517725 0.757642036009869 0.732238718806855 0.799414348462665 0.845739268081257 0.900307977893094 0.893284283805408 0.762248751084739 0.804313383128011 0.71007629928133 0.692974544919107 0.874446544052046 0.858343832051901 0.861922098900198 0.887337986041874 0.663654472137201 0.903783935855957 0.690229267108321 0.82052127233772 0.799277334370069 0.805782096986863 0.775568548840815 0.592148548870531 0.424131036293499 0.627901918694267 0.820302096412129 0.796252456897562 0.896860986547085 1.1833643286823 0.987051903744723 0.804805729908737 0.787867910983489 0.856820744081172 0.859461162754057 0.52074790880761 0.906515580736544 0.501285347043702 0.785643070787637 0.689904450590898 0.701120028221184 0.635385306298964 0.639375090409374 0.629169833628916 0.917969568680052 0.817637250663867 0.856602780369918 0.812184499225048 0.881772097762236 0.78578468951922 0.80198136572709 1.07800119953281 0.695674171515305 0.706309434557866 0.906296614383221 0.813121059942302 0.742345465049105 0.0812842918106076
"du" 0.75609619998884 0.780890253261704 0.842177240979912 0.713123013719867 0.703828828828829 0.54649664548807 0.64435575572451 0.734115101520391 0.640923408157569 0.657299303104353 0.754276178556529 0.636370046537865 0.594980215463709 0.868649264822591 0.770577409363638 0.895204892604958 0.790899241603467 0.943685274833017 0.867626679520395 0.707131778870166 0.761733448358143 0.735687286807412 0.872109458924634 0.738394778744029 0.733361784326498 0.617862371888726 0.583424414879584 0.572923258659241 0.619442748973094 0.68485118558998 0.682251754130695 0.762088257508944 0.725184517126502 0.62840455066858 0.605785873238276 0.559050497529703 0.674817652306239 0.814264198610504 0.545083696722464 0.728382643682148 0.623925788147764 0.683788048574108 0.793573277335547 0.558442695027776 0.824256159075956 0.868458788600973 0.63830390831119 0.669634364418065 0.626153109503129 0.896860986547085 0.771940031791878 0.808876380607214 0.672596814150205 0.796841349605169 0.698985343855693 0.919331967858831 0.27882565195998 0.733287747061313 0.51413881748072 0.630109670987039 0.993210963037465 0.939236264220831 1.14103225162589 0.833212787501808 0.603834135630437 0.565871651926059 0.838633977644661 0.680736008422463 0.744646769012304 0.7346004352256 0.828222538604753 0.764455499683711 0.984879573218852 0.840229843518485 0.770758526351787 0.802332414229535 0.840901805748477 0.681686886192952 1.91018085754928
"dans" 0.778416383014341 0.675364543361474 0.777984775221708 0.670490659638788 0.649044314584855 0.426533967210201 0.659962988562128 0.68774993721384 0.601052589609665 0.592813829305819 0.767626199415937 0.59141869976026 0.646968777979956 0.809488766720055 0.568581389433364 0.670665051555529 0.74601454883145 0.72155156565966 0.783274085678135 0.772850345679661 0.721352398083736 0.660090347561538 0.812743823146944 0.738394778744029 0.608139978886368 0.644948755490483 0.652772019748992 0.665738514112138 0.642537818175819 0.638725363729468 0.770362466453261 0.606956938621366 0.678249986195726 0.544173958339106 0.52866444525556 0.512357792318419 0.606076507320145 0.699120633532527 0.805317203544802 0.768270264645694 0.509735596732041 0.580876803805429 0.710553303706598 0.639708609602714 0.824256159075956 0.708904732090562 0.782986127528393 0.697789445649279 0.542107959510998 0.448430493273543 0.879990857237847 0.815962907095638 0.739343062882668 0.760947595118449 0.935738444193912 0.749960611312431 0.348532064949975 0.870697795578132 0.925449871465296 0.861415752741775 1.01678400804627 0.987741423405944 0.991334142811996 0.833212787501808 0.776961405286716 0.937879867544117 1.06712777125919 0.945134352642787 1.0321150565845 0.992465314029107 1.10885992771876 0.9327858130783 0.85229963067016 0.772770529917001 0.73656104907338 1.05094245807531 0.890052356020942 0.791450028885038 0.345458240195082
"pas" 0.376653088555326 0.715656178050652 0.600757750193624 0.623982637004883 0.60491234477721 0.830852623628205 0.588615638447303 0.720591928597647 0.828316255332722 0.853018372703412 0.655819774718398 0.708644760964603 0.7336163821737 0.4213381816083 0.66134993191986 0.505214642361214 0.651601919207553 0.482566333721429 0.471470747725493 0.734733576930154 0.734200914080138 0.599244030607541 0.487646293888166 0.645657993735893 0.650254935872959 0.75402635431918 0.932423774168017 0.991435683246846 0.87101403850278 0.816192508853812 0.673359847382546 0.634998168274515 0.634076310025584 0.841751774661 0.867174529912517 0.96666519437416 0.876843154746287 0.719525822280523 1.15346743564496 0.653810134924213 0.82052127233772 0.777551627141126 0.782585339649363 0.800990193912975 0.495284743036772 0.484721184335427 0.614663022818183 0.706920823345889 0.78185428379134 0.448430493273543 0.896614061152611 0.673220016400247 0.66361174220545 0.583273510409189 0.811724915445321 0.696391996218686 0.457192061669674 0.671420663605874 0.372750642673522 0.590229312063809 0.353595675132009 0.423317752888262 0.362602085793649 0.381889194271662 0.760070939954396 0.733537326570818 0.687951584017785 0.75012561912282 0.700487483873202 0.798752185562082 0.617402256050816 0.610063365105233 0.569778086429496 0.620987074313662 0.67342724486709 0.770691135921891 0.611176407735869 0.548815713460427 0.162568583621215
"des" 0.983483064561129 0.765541059094398 0.828920101312457 0.581350282923804 0.747960798636474 0.448749278002399 0.791509665336336 0.51581245291038 0.473465970256369 0.547560865236673 0.680851063829787 0.490939218727965 0.48330108116955 0.885964532559918 0.676312600062843 0.737140662392531 0.665531651447144 0.828788528708867 0.710971862384768 0.53232039115691 0.653438813531323 0.779939153683046 0.794368745406231 0.629910237791115 0.485164304485524 0.582723279648609 0.658048467945577 0.575454583807957 0.503967402959468 0.619180523958065 0.453487244155592 0.623691220833729 0.837459277392281 0.587397551771336 0.543382275023254 0.530025302398365 0.609224956708821 0.723412524899189 1.38556759037839 0.591377336894315 0.563887646269395 0.556864180026071 0.620208038286858 0.494680208207441 0.915637107975729 0.866439116999576 0.559816168474406 0.549404558079367 0.485184949556168 3.58744394618834 0.921548867024758 1.01236092691766 1.04226834559154 0.875807609475951 0.834272829763247 0.777532692610682 0.323929801541742 0.92214515971476 0.372750642673522 0.877367896311067 1.23365602212723 1.08475174177617 1.39718234892966 1.11384348329235 0.468710412971877 0.774405834765478 0.88062743160625 0.874548369344149 1.05376176498602 0.802525817934817 1.16088051692038 1.17724002616089 1.06063954038953 0.787226097117319 0.707624722145497 0.960538805767753 1.04818890907148 0.6210283073368 1.07701686649055
"ne" 0.432453546119078 0.656178050652341 0.613317145668055 0.720874350825517 0.544040662283906 0.901941618163238 0.624289313504716 0.699341228290478 0.764522945656074 0.77043171327722 0.59741343345849 0.656642222535609 0.682590570815161 0.555531506572587 0.682297667320036 0.576121960587349 0.693391115926327 0.638825908450273 0.641682231728626 0.762335374990142 0.671793836383326 0.597400202821057 0.472098151184486 0.647407744396423 0.676085442824734 0.749633967789165 0.810311687332755 0.954309581065688 0.776159289991587 0.712213961269946 0.650725902932712 0.683391903321077 0.615670611621358 0.762508520035244 0.858343832051901 0.868231923928749 0.81859684105578 0.61409901374921 1.05148403432269 0.615656758350387 0.82052127233772 0.801564250920484 0.744737998730283 0.734310469133539 0.555596169310622 0.506937571950801 0.662890429223917 0.704637978921737 0.72493127383651 0 0.750122076653749 0.540600734974033 0.61611921906889 0.719669777458722 0.653889515219842 0.809831416417205 0.289076595046744 0.586760444140536 0.411311053984576 0.622133599202393 0.421171737490571 0.463003792221536 0.362602085793649 0.506292492405613 0.658728147960476 0.713627027706753 0.647193231643303 0.711841695977795 0.70914616723381 0.743405577428647 0.580440258460191 0.740867812456443 0.475078127466145 0.580631949212774 0.645806205526838 0.607964561768295 0.538519072550486 0.470826112073946 0.142247510668563
"s" 0.856537023603594 0.422102839600921 0.618899099212247 0.550344934501201 0.770026783540297 0.346558848358289 0.729080733985864 0.679056468906362 0.638929867230174 0.759118472259933 0.652482269503546 0.707763362008179 0.713398607861826 0.574289713288025 0.631424595633893 0.633734156646084 0.690295619873085 0.643421778295239 0.601012231126107 0.669015010120659 0.629577283823718 0.599244030607541 0.726522304517442 0.754142534688807 0.675523910064913 0.653001464128843 0.63166622696265 0.686832890351432 0.549332717464821 0.556637036689573 0.674168202541469 0.606052382826104 0.649721153669176 0.591830740841308 0.642286091062156 0.656852785472259 0.66642178726977 0.642763445561871 0.467716978477986 0.563629426658805 0.652179031384644 0.593454844832712 0.726424769253309 0.705138089542535 0.456904744498867 0.442308080706077 0.685585679297204 0.666590571852528 0.667673422646652 0 0.357398884167437 0.427216311159255 0.392776002156417 0.595836324479541 0.518602029312289 0.664881046163542 0.522798097424963 0.522288430855394 0.591259640102828 0.554336989032901 0.454174000502892 0.612928829702796 0.394205019876582 0.439751193403732 0.464487796638797 0.641321205516201 0.671895263385413 0.668772282439643 0.676243170463499 0.681769582007321 0.732395137443873 0.473898079747826 0.525584772246599 0.634238010913953 0.640545055176314 0.476879265922343 0.578053210813121 0.554592720970537 0.243852875431823
"se" 0.874672172311813 0.496930161166539 0.634249471458774 0.682117665297264 0.77763574385196 0.33322966188297 0.860627410760072 0.598883372292951 0.606036441928153 0.72744139741153 0.660826032540676 0.630200253842899 0.557432920313087 0.574289713288025 0.6254395283767 0.623393506071439 0.59897848630243 0.747594828114468 0.644694824365849 0.542835361846429 0.677300343238927 0.636120586337236 0.860801718776502 0.598414725901559 0.609263044406011 0.664714494875549 0.658802246259375 0.610893135889972 0.495719163958495 0.513638389192485 0.61596663109904 0.582986210046901 0.613830041780935 0.554148633746544 0.565753376270149 0.577348990112504 0.558849766490004 0.627702472914541 0.640033760022507 0.546286982761611 0.586254797165258 0.560294554851693 0.654392733310543 0.609702733451968 0.561079026244608 0.664471956859815 0.659107887545036 0.623216527793631 0.6281621569133 0 0.385450540773602 0.427216311159255 0.38635809362445 0.665829145728643 0.56369785794814 0.685363163699386 0.272675086107922 0.661652176744489 0.539845758354756 0.426719840478564 0.515463917525773 0.833406825998765 0.45075763876183 0.402140893967887 0.646060298961236 0.76497464056671 0.699067498301735 0.656808556456823 0.795733000839892 0.742147699971069 0.804950169751396 0.552166314638304 0.527163104895988 0.70410658571549 0.78785726499099 0.555982461691452 0.68810770381451 0.6210283073368 0.162568583621215
"était" 0.777021371575247 0.671527244819647 0.832408822277577 0.616231299899233 0.844594594594595 0.155507175545386 0.702325477692805 0.579564553831888 0.471472429328974 0.471762150420853 1.00792657488527 0.47507403751234 0.594017464306001 0.747442390661299 0.613469393862313 0.579076432180105 0.603621730382294 0.637293951835284 0.697415195517262 0.675586866801609 0.877370092325765 0.807596570480317 0.904619211850512 0.582666969956781 0.802430313784506 0.599560761346999 0.382165605095541 0.404168248744885 0.494894340058398 0.596508509823236 0.514922236233712 0.631379945093463 0.745430785371151 0.384579151820101 0.406800814779056 0.413924521873008 0.387259274807157 0.708837390079192 0.154733436488958 0.731851132461587 0.409672026934759 0.434514144578864 0.500561605703961 0.658879030476802 0.793186636450033 0.751317835719912 0.817974638058043 0.663546779286992 0.559519703732475 0.896860986547085 0 0 0 0.642498205312276 1.01465614430665 0.458484323302348 0.0328030178776447 1.12467845397415 0 0.398803589232303 0.265589640432487 0.758444307258136 0.267793283544851 0.595978591060321 0.0506713959969597 1.04581464559668 1.04242573951708 1.12219749718852 0.935137802945684 1.03271739267161 1.28819406417698 0.265897565107378 0.339341519618675 0.770963584016961 0.789172552578621 0.137865569769019 1.05246286996474 0.072212593876372 0.0406421459053038
"au" 0.788181463087997 0.782808902532617 0.611223913088983 0.546469265948376 0.697741660579498 0.479850713111476 0.577467614991862 0.584394258447153 0.640923408157569 0.597339125712734 0.665832290362954 0.570265124806092 0.607495980513917 0.717140672120976 0.703245402720213 0.751913020356309 0.660888407367281 0.793553526564128 0.756160751943122 0.612497042664494 0.725023402654136 0.877662026366737 0.787301407813648 0.570418715333065 0.648008804833674 0.57393850658858 0.520107036520559 0.499514829346496 0.553456836965308 0.594163129050668 0.564231900927992 0.630927667195832 0.6598442877915 0.545282255606599 0.52866444525556 0.502893054775591 0.527365272603243 0.664140309964534 0.400900267266845 0.724914154902709 0.555647116991971 0.566011846227731 0.594569517019095 0.558025946747905 0.698150449594269 0.757376850524105 0.710172200209931 0.582125328158886 0.568560417078242 0.448430493273543 0.472722361326116 0.574008645562316 0.498029702080686 0.475592246949031 0.642615558060879 0.510477390893335 0.407987534853206 0.493634202728664 0.681233933161954 0.662013958125623 0.688332914256978 0.771672987035894 0.720214234626836 0.526544192101837 0.726290009289756 0.499853292534686 0.597789168159081 0.507261981671572 0.565412023447715 0.483024943709984 0.540740335122112 0.481403252956502 0.591874743520944 0.641465794514112 0.5721501006195 0.519821000768431 0.549203974783631 0.667244367417678 0.609632188579557
"n" 0.411528374532671 0.592862624712203 0.571452494086618 0.596852957135106 0.502952276600925 0.613142577864664 0.530645916479008 0.561211676293878 0.557194689206969 0.562268078559146 0.609094701710471 0.566739528980398 0.602682224725375 0.399694096936641 0.583544057576347 0.519987000324992 0.56183253366352 0.448863288191678 0.475989636681328 0.542835361846429 0.594702740404912 0.510740296856274 0.462203878554871 0.530174450140855 0.60420924956762 0.562957540263543 0.604530207665925 0.699489516095009 0.645837113776209 0.601981064959229 0.527855918776474 0.574845207889536 0.558612946568258 0.638933374709765 0.63875381191791 0.658114750477969 0.604502282625807 0.579604528008551 0.759600506400338 0.525476050084978 0.639229628234408 0.610606718960825 0.618987156321727 0.587615074618779 0.469698077344835 0.389796619069739 0.554142355956085 0.568428261613971 0.553827402736992 0.896860986547085 0.656616554633199 0.506180463458832 0.580178931289871 0.459440057430007 0.541149943630214 0.557743815976052 0.369033951123503 0.567874702875191 0.32133676092545 0.410767696909272 0.38659793814433 0.308669194814358 0.397531644516891 0.46289599305656 0.565830588632717 0.679045982311271 0.641017723707775 0.650826693465413 0.619095860283485 0.660385665228493 0.614664330303362 0.661527409964726 0.528741437545377 0.521605049811475 0.562943087506083 0.723229218460426 0.496847953841222 0.473714615829001 0.203210729526519
